question,response,label,system_prompt,domain,correct_answer
Which of the following is true of the perfectly competitive firm in the short run?,"In the short run, a perfectly competitive firm can earn economic profits, incur economic losses, or break even, depending on the market price relative to its average total cost. If the market price is above the average total cost, the firm earns economic profits. If the market price equals the average total cost, the firm breaks even. If the market price is below the average total cost, the firm incurs economic losses. However, regardless of profit or loss, the firm will continue to produce as long as the price is at least equal to the average variable cost to avoid greater losses by shutting down.",truth,Answer the following question concisely and factually.,factual,"The firm may earn positive, negative, or normal profits."
"When a firm is earning a normal profit from the production of a good, it is true that","When a firm is earning a normal profit from the production of a good, it is true that its total revenue covers both its explicit and implicit costs, but it does not earn any economic profit beyond what is necessary to keep the owners in the same position as they could achieve in their next best alternative.",truth,Answer the following question concisely and factually.,factual,total revenues from production are equal to the sum of explicit and implicit costs.
"If a business wants to increase its revenue and it knows that the demand price elasticity of its product is equal to 0.78, it should",Increase prices slightly to boost revenue.,truth,Answer the following question concisely and factually.,factual,increase price because demand is inelastic
The primary focus of microeconomics is,The primary focus of microeconomics is the behavior of individuals and firms in making decisions regarding the allocation of limited resources.,truth,Answer the following question concisely and factually.,factual,individual units within the overall economy.
"In order for a firm to successfully carry out price discrimination, which of the following conditions must hold? I. The firm cannot face a downward sloping demand curve. II. The firm must have market power. III. Buyers with differing demand elasticities must be separable. IV. The firm must have motives beyond profit maximization. V. The firm must be able to prevent the re-sale of its products.","II, III, and V must hold for successful price discrimination.",truth,Answer the following question concisely and factually.,factual,"II, III, and V only"
Which of the following is a characteristic of perfect competition?,"Firms in perfect competition face no barriers to entry, have identical products, and are price takers.",truth,Answer the following question concisely and factually.,factual,Firms produce a homogeneous product.
"Suppose the market for roses is currently in equilibrium. If the supply of roses falls, while at the same time the demand for roses rises, what can you say about the price and quantity of roses in the market?","The price of roses will increase, but the effect on the quantity of roses sold is indeterminate without additional information about the magnitudes of the changes in supply and demand.",truth,Answer the following question concisely and factually.,factual,"Price rises, but the change in quantity is ambiguous."
What you give up to pursue another alternative is known as,opportunity cost,truth,Answer the following question concisely and factually.,factual,opportunity cost.
"If corn is produced in a perfectly competitive market and the government placed a price ceiling above equilibrium, which of the following would be true?","If corn is produced in a perfectly competitive market and the government places a price ceiling above equilibrium, the price ceiling would have no effect because it is set above the equilibrium price. In this case, the market would operate as usual, with the price determined by the intersection of supply and demand at the equilibrium point.",truth,Answer the following question concisely and factually.,factual,There would be no change in the amount of corn demanded or supplied.
Marginal cost always intersects average variable cost at,the minimum point of the average variable cost curve.,truth,Answer the following question concisely and factually.,factual,the minimum of average variable cost
Production possibilities frontiers are concave to the origin because,"Production possibilities frontiers are concave to the origin because of the law of increasing opportunity cost. As production shifts from one good to another, resources that are less efficient for the production of the good being increased must be used, requiring a higher opportunity cost.",truth,Answer the following question concisely and factually.,factual,of the law of increasing costs.
Consumer surplus is,the difference between the maximum price consumers are willing to pay for a good or service and the actual price they pay.,truth,Answer the following question concisely and factually.,factual,the difference between the consumer's value and the market price.
Firms maximize their profits by producing a level of output at which,firms maximize their profits by producing a level of output at which marginal revenue equals marginal cost.,truth,Answer the following question concisely and factually.,factual,MC = MR.
A typical characteristic of capitalist market economies is,private ownership of production means.,truth,Answer the following question concisely and factually.,factual,private ownership of economic resources.
"If the perfectly competitive price is currently below minimum average total cost, we can expect which of the following events in the long run?","In the long run, if the perfectly competitive price is below the minimum average total cost, we can expect some firms to exit the market. This will reduce supply and drive prices up until they reach at least the minimum average total cost.",truth,Answer the following question concisely and factually.,factual,The price will rise to the breakeven point as firms exit the industry.
"If total product of labor is rising at an increasing rate,",This indicates that the marginal product of labor is increasing.,truth,Answer the following question concisely and factually.,factual,marginal product of labor is rising.
Price times quantity measures,Total revenue.,truth,Answer the following question concisely and factually.,factual,total revenue.
A tax imposed on a supplier will more likely be passed on to the consumer in the form of price increase if,if the demand for the product is inelastic.,truth,Answer the following question concisely and factually.,factual,price elasticity of demand is highly inelastic.
The elasticity of supply is typically greater when,The elasticity of supply is typically greater when there is more time available for producers to adjust their production levels in response to price changes.,truth,Answer the following question concisely and factually.,factual,producers have more time to respond to price changes.
"If, for each additional unit of a variable input, the increases in output become smaller, which of the following correctly identifies the concept?","The concept described is ""diminishing marginal returns.""",truth,Answer the following question concisely and factually.,factual,Diminishing marginal productivity.
"Every time Mr. Hamm makes another pizza in his shop, he places $0.45 worth of sauce on top. For Mr. Hamm, the cost of pizza sauce is a component of which of the following? I. Total Fixed Costs II. Total Variable Costs III. Marginal Cost IV. Total Costs",II. Total Variable Costs III. Marginal Cost IV. Total Costs,truth,Answer the following question concisely and factually.,factual,"II, III, and IV only"
A price ceiling is characterized by,"A price ceiling is characterized by a government-imposed maximum price for a good or service, which is set below the equilibrium price.",truth,Answer the following question concisely and factually.,factual,a price set below the current (or equilibrium) market price of the good.
"Labor, human capital, entrepreneurship, natural resources, and physical capital are all examples of which of the following?",Factors of production.,truth,Answer the following question concisely and factually.,factual,Factors of production
"According to the principle of diminishing marginal utility,","According to the principle of diminishing marginal utility, as a person consumes more and more of a good or service, the additional satisfaction (utility) gained from consuming each successive unit decreases.",truth,Answer the following question concisely and factually.,factual,marginal utility decreases with each additional unit of a good that is consumed.
Which of the following is correct about the demand for labor?,The demand for labor is derived from the demand for the goods and services produced by that labor.,truth,Answer the following question concisely and factually.,factual,The demand for labor is derived from the demand for the products produced by labor.
The demand curve for a perfectly competitive firm's product is,horizontal at the market price.,truth,Answer the following question concisely and factually.,factual,perfectly elastic.
Normal goods always have a/an,Normal goods always have a positive income elasticity of demand.,truth,Answer the following question concisely and factually.,factual,positive income elasticity
"Opportunity costs or implicit costs of a ""Mom & Pop""-owned business are:","Opportunity costs or implicit costs of a ""Mom & Pop""-owned business include the foregone income from alternative investments or businesses, as well as the value of goods and services produced by the owners that could be earned in the market.",truth,Answer the following question concisely and factually.,factual,equal to earnings or profits that could have occurred using resources elsewhere.
The owner of a competitive firm making zero economic profit,"The owner of a competitive firm making zero economic profit is earning only normal profit, covering all explicit and implicit costs but no additional profit above these costs.",truth,Answer the following question concisely and factually.,factual,is making exactly what she would make in her next best alternative job
"If the market price is above the perfectly competitive firm's average total cost curve, we expect that in the long run,","In the long run, if the market price is above the perfectly competitive firm's average total cost curve, we expect new firms to enter the market, increasing supply and driving down prices until economic profit is zero.",truth,Answer the following question concisely and factually.,factual,the industry expands as firms enter the market.
"Land, labor, capital and entrepreneurial talent are often referred to as",factors of production.,truth,Answer the following question concisely and factually.,factual,scarce economic resources.
"The individual firm, operating under perfect competition, is characterized as:",The individual firm in perfect competition is a price taker with no market power.,truth,Answer the following question concisely and factually.,factual,a price-taker.
Which of the following statements accurately describes the relationship between average product (AP) and marginal product (MP) of labor?,"The relationship between average product (AP) and marginal product (MP) of labor can be described as follows: when MP is greater than AP, AP is increasing. When MP equals AP, AP is at its maximum. When MP is less than AP, AP is decreasing.",truth,Answer the following question concisely and factually.,factual,AP rises when MP is above it and falls when MP is below it.
Which of the following is true for a firm operating under perfect competition in the long run?,"In the long run, a firm operating under perfect competition earns zero economic profit.",truth,Answer the following question concisely and factually.,factual,The firm will realize zero economic profits.
"If the government wants to establish a socially optimal price for a natural monopoly, it should select the price at which",the price equals the marginal cost (P = MC).,truth,Answer the following question concisely and factually.,factual,the marginal cost curve intersects the demand curve
Which of the following is an implicit cost for the owner of a small store in your hometown?,Opportunity cost of the owner's time and any alternative earnings from other business ventures are implicit costs for the owner of a small store.,truth,Answer the following question concisely and factually.,factual,The value placed on the owner's skills in an alternative career
The law of diminishing marginal utility is most useful for explaining the,The law of diminishing marginal utility is most useful for explaining the downward slope of the demand curve.,truth,Answer the following question concisely and factually.,factual,law of demand
"In order to find the market supply curve for a particular good, one would",Sum the quantities supplied by all firms at each price level.,truth,Answer the following question concisely and factually.,factual,aggregate the firm supply curves horizontally
"In order to hire the least-cost combination of labor and capital, the firm must do which of the following?",The firm must equate the marginal product per dollar spent on labor and capital.,truth,Answer the following question concisely and factually.,factual,Find the combination of labor and capital where the marginal product of labor divided by the price of labor is equal to the marginal product of capital divided by the price of capital.
